龙湖春森彼岸,4室2厅,160.66平米,南,毛坯,有电梯,中楼层(共37层)2008年建塔楼,北滨路,20,12449,
龙湖春森彼岸,2室1厅,78平米,北,毛坯,有电梯,高楼层(共56层)2010年建塔楼,北滨路,90,11539,
龙湖春森彼岸,3室2厅,109.01平米,东南,毛坯,有电梯,高楼层(共56层)2010年建塔楼,北滨路,14,13302,
凡阁,3室2厅,72.8平米,南,毛坯,低楼层(共33层)塔楼,冉家坝,67,9204,
东方家园,2室2厅,87.97平米,北,精装,有电梯,低楼层(共18层)2002年建塔楼,观音桥,76,8640,
鹏润蓝海A区,2室2厅,75.68平米,西南,精装,有电梯,低楼层(共25层)2008年建塔楼,观音桥,79,10439,
首创鸿恩国际生活区,4室2厅,142.65平米,南,毛坯,有电梯,高楼层(共33层)2012年建板楼,大石坝,14,9955,
中海紫御江山,3室2厅,132.4平米,东,毛坯,有电梯,中楼层(共48层)2013年建塔楼,江北嘴,16,12463,
中海紫御江山,3室2厅,117平米,西南,毛坯,有电梯,中楼层(共49层)2016年建塔楼,江北嘴,15,13248,
中海紫御江山,2室2厅,92平米,东南,毛坯,有电梯,高楼层(共48层)2013年建塔楼,江北嘴,13,14674,
华润中央公园,2室2厅,96.67平米,东南,毛坯,有电梯,中楼层(共33层)2011年建塔楼,大石坝,10,10862,
龙湖春森彼岸,2室2厅,101.09平米,西南,毛坯,有电梯,低楼层(共32层)2008年建塔楼,北滨路,13,12860,
金科十年城东区,3室2厅,100.93平米,北,简装,有电梯,高楼层(共29层)2008年建塔楼,石马河,11,11395,
